question,document
How can I load my CSV files from Google Cloud Storage into BigQuery without getting the missing double quote error?,21e010f826
What BigQuery Cloud Shell command should I use to import compressed FHV trip data from a GCS bucket?,21e010f826
Is there a way to avoid the quote-character error when using bq load with a wildcard path to CSV.gz files?,21e010f826
What flags do I need in the BigQuery load command so quoted newlines in the CSV data are handled correctly?,21e010f826
How do I write the bq load command for a table in BigQuery when the source files are stored in gs:// and end in .csv.gz?,21e010f826
How can I use a Cloud Function to download monthly CSV.gz files from GitHub and load them straight into BigQuery?,7cbadfe131
What Python code should I use in Google Cloud Functions to ingest compressed taxi data from a GitHub release into a BigQuery table?,7cbadfe131
Why do I need a temporary file when loading a requests response into BigQuery from a Cloud Function?,7cbadfe131
How do I set the BigQuery schema and load options so the table keeps the same columns while appending each month?,7cbadfe131
"What should I change in the sample Cloud Function before running it in my own GCP project, dataset, and table?",7cbadfe131
Why do I get the same result when I query an external table and a materialized table in BigQuery with count(distinct(*))?,8bfd81c403
"If two BigQuery tables return identical counts, could query caching be the reason?",8bfd81c403
How can I force BigQuery to rerun the query instead of using a cached result?,8bfd81c403
Where in BigQuery settings do I turn off cache so I can compare table results correctly?,8bfd81c403
Why doesn’t BigQuery show different outputs for external vs materialized tables until I disable cached results?,8bfd81c403
"Why does BigQuery throw a Parquet type mismatch when I load my data, and how do I fix it in the pipeline?",66d3c42dd4
My `PUlocationID` and `DOlocationID` fields end up as floats after using pandas with missing values — what is the right dtype to use so BigQuery accepts them?,66d3c42dd4
I’m getting an error like `Parquet column ... has type INT64 which does not match ... DOUBLE` when reading an external table in BigQuery. What should I change in my preprocessing step?,66d3c42dd4
"Should I set the column types before writing the files to GCS, or is it enough to handle the schema only in BigQuery?",66d3c42dd4
"In my ETL for the NYC taxi data, how do I keep nullable ID columns as integers instead of having pandas convert them to floats?",66d3c42dd4
"Why do I get the BigQuery error saying my project ID is invalid, and how should I fix the SQL that triggers it?",625c1f542a
"What causes the ""Project IDs must contain 6-63 lowercase letters, digits, or dashes"" message in GCP BigQuery?",625c1f542a
Could an extra character after the FROM clause make BigQuery think the project ID is wrong?,625c1f542a
How can I troubleshoot a BigQuery query when the project ID error seems to be caused by bad formatting?,625c1f542a
What should I check in my BigQuery SQL if it complains about an invalid project ID even though the ID looks correct?,625c1f542a
"How many columns can I use to partition a BigQuery table, and is it possible to partition on more than one field at the same time?",45b587e597
What is the maximum number of clustering columns BigQuery allows on a table?,45b587e597
What is the current limit for the total number of partitions in a BigQuery table? I saw older material mentioning a smaller number.,45b587e597
"How many partitions can one BigQuery load, query, copy, or DML job change in a single run?",45b587e597
"If I partition by time, how long can daily, hourly, and monthly partitions last before I hit BigQuery's partition limits?",45b587e597
How can I view the full CREATE TABLE statement for a BigQuery table instead of rebuilding the schema by hand?,7df3102580
Is there a query in BigQuery that shows the exact DDL for an existing table in a dataset?,7df3102580
What is the easiest way to copy the structure of a native BigQuery table using SQL?,7df3102580
"How do I get the DDL for an external BigQuery table, including the file location in Cloud Storage?",7df3102580
Which INFORMATION_SCHEMA view should I use in BigQuery if I want to recreate a table from its definition?,7df3102580
"Why am I getting a BigQuery partitioning error when I use DATE() on my timestamp column, and what should I convert it to first?",49b5277d77
What is the right way to prepare pickup and dropoff time fields in pandas before loading them into a partitioned BigQuery table?,49b5277d77
BigQuery says my PARTITION BY expression is invalid for my datetime column — how do I fix the data type issue?,49b5277d77
"Do I need to parse my date-time columns in pandas before creating a partitioned table in BigQuery, and if so, how?",49b5277d77
What type should my trip time columns be in order to use them in BigQuery partitioning without that DATE() error?,49b5277d77
"Why do I get an error when I try to use DATE(tpep_pickup_datetime) in BigQuery cluster by, and what should I use instead?",8248dd9d7f
"Can BigQuery cluster on a TIMESTAMP column directly, or does it need to be turned into DATE first?",8248dd9d7f
What column types are allowed for clustering in BigQuery?,8248dd9d7f
"For time-based queries in BigQuery, should I partition by DATE(event_time) and cluster by the timestamp column?",8248dd9d7f
What is the difference between partitioning by date and clustering by timestamp in BigQuery?,8248dd9d7f
"What’s the real difference between a BigQuery regular table and an external one, and where is the data actually kept in each case?",16b4ae94ef
"If I start with Parquet files in a GCS bucket, how do I define an external table over all the monthly files using a wildcard?",16b4ae94ef
How can I turn an existing external table into a normal BigQuery table so queries run faster afterward?,16b4ae94ef
"Why would I choose an external table instead of loading everything into BigQuery storage, and what are the downsides?",16b4ae94ef
"Can BigQuery point directly to a public file URL on a website, or do I need to move the files into Cloud Storage first?",16b4ae94ef
Why does my BigQuery table sometimes still look non-partitioned right after I create a partitioned table?,24c64415c0
How long can it take for BigQuery’s table details page to show that partitioning was applied?,24c64415c0
"If the BigQuery UI shows the wrong table type, is there a way to make the partition info appear sooner?",24c64415c0
Could the table actually be partitioned even when the console still says it is not?,24c64415c0
What should I try when BigQuery doesn’t immediately reflect the partitioning status of my table?,24c64415c0
"Why does my BigQuery ML model export fail with a ""dataset was not found in location US"" error even though my dataset and bucket are in us-west1?",155949a31a
What is the correct way to write the GCS path when extracting a BigQuery ML model to Cloud Storage?,155949a31a
"When I run the bq extract command for my trained model, what should I check first if the job says the dataset cannot be found?",155949a31a
"Can the export command fail because I used the wrong project ID or bucket folder, and what does a valid GCS address look like?",155949a31a
"In the Week 3 BigQuery ML demo, what are the most common reasons the model export to GCS does not work?",155949a31a
How can I run the BigQuery ML model export prediction example on a MacBook with an Apple M1 chip when the default TensorFlow Serving image fails?,47f7c8310a
What Docker image should I use on Apple Silicon instead of the standard tensorflow/serving container for the model serving step?,47f7c8310a
How do I set up the local serving directory and mount the exported model so I can get predictions from the curl request?,47f7c8310a
"Why does the ML model prediction demo not work on arm-based Macs, and is there a workaround without changing the course code?",47f7c8310a
Is there a Docker Desktop setting or newer macOS option that can improve compatibility for TensorFlow Serving on Apple Silicon?,47f7c8310a
"In the Module 3 homework, when it says to stop after loading files into a bucket, what exactly should I do and what should I avoid doing next?",a9c1fd2a8f
"Do I need to clean the data or convert it to Parquet before creating the table, or is putting the raw files in the bucket enough?",a9c1fd2a8f
"For the external table assignment, is it okay to use the files as they are in the bucket without any extra processing?",a9c1fd2a8f
What does the instruction about not going beyond loading into the bucket mean for the homework workflow?,a9c1fd2a8f
"Should I only upload the files and create an external table from them, or am I expected to transform the data first?",a9c1fd2a8f
Why do I get an out-of-bounds timestamp error when loading a Parquet file from nyc.gov into pandas directly?,5e0cffbc79
What causes the dataframe read from the NYC taxi Parquet data to fail with a timestamp casting error?,5e0cffbc79
Is there a way to read the NYC Parquet data with pyarrow first so pandas does not crash on the bad datetime value?,5e0cffbc79
How can I handle a single corrupt date in the taxi Parquet file by converting datetime columns separately?,5e0cffbc79
What is the best way to filter out the row with the impossible year so the Parquet file can be loaded normally?,5e0cffbc79
How can I upload my homework data files to Google Cloud Storage using the web interface instead of a script?,5f072b1cc7
Is there a way to avoid schema problems in the homework by putting the files into GCS manually?,5f072b1cc7
Can I upload multiple local files to a GCS bucket at the same time from the console?,5f072b1cc7
"Does the GCS web UI let me upload an entire folder, or only single files?",5f072b1cc7
What is the easiest way to place downloaded homework files into the correct path in GCS without using code?,5f072b1cc7
Why is my partitioned or clustered table not matching the prediction I expected for homework question 5?,c46378ea2a
What should I check first if the forecast for the partitioned/clustered table seems wrong in module 3?,c46378ea2a
Could the issue with homework 5 be related to how the dates are written or formatted?,c46378ea2a
"I’m getting an unexpected result from the partitioned/clustered table prediction, what am I missing?",c46378ea2a
"In the data warehousing homework, what detail should I pay attention to when answering the question about the partitioned/clustered table?",c46378ea2a
"For Module 3 homework question 6, is it normal if my result doesn’t match any of the listed choices exactly?",53e0e2f585
Did anyone else in the data warehousing homework get only a near match for Q6 instead of an exact one?,53e0e2f585
"If my answer for Module 3 Q6 is close to one of the options but not identical, should I still pick that option?",53e0e2f585
How strict is the grading for homework question 6 in Module 3 if the number is slightly off from the provided answers?,53e0e2f585
What should I do in the data warehousing assignment when my Q6 output is very close to an option but not an exact match?,53e0e2f585
Why does a query that asks for fewer fields end up scanning less data in BigQuery?,f9b7353f28
How does column-based storage affect the amount of data read during a query?,f9b7353f28
"If I only need a couple of columns, does that make BigQuery cheaper to run and why?",f9b7353f28
Why is it more efficient to select only the columns I actually need in a warehouse query?,f9b7353f28
What makes scanning fewer columns reduce both bytes processed and query cost?,f9b7353f28
How can I hook up BigQuery to Looker Studio or Tableau for dashboards and reports?,ff76cb35fb
What’s the usual setup to use BigQuery as a data source in Looker Studio?,ff76cb35fb
How do I authorize Tableau Desktop to read tables from my BigQuery project?,ff76cb35fb
"Should I create views in BigQuery before connecting a BI tool, and why?",ff76cb35fb
What permissions do I need so Looker Studio or Tableau can access BigQuery data?,ff76cb35fb
How can I fix a UnicodeDecodeError in pandas when reading a CSV from a URL and it says invalid start byte?,55b6d6256f
What encoding should I set in pd.read_csv if I get byte 0xa0 and a UTF-8 decode error while loading web data?,55b6d6256f
"Why does my dataframe export to CSV fail with a character encoding issue, and how do I write it correctly to GCS?",55b6d6256f
"Should I use latin1 when importing the dataset and utf-8 when saving it, or is there a better workaround for this error?",55b6d6256f
Is there an easier alternative to read the dataset without running into invalid start byte problems in pandas?,55b6d6256f
"What does the `yield` keyword do in Python, and how is a generator different from a normal function?",0f2a26772e
Why would I use a generator instead of a list when I'm working with a lot of data in Python?,0f2a26772e
How does a generator produce items one by one without keeping everything in memory?,0f2a26772e
Can someone explain what an iterator is in Python and how generators relate to it?,0f2a26772e
"In Python, what's the main advantage of using generators for large datasets or long loops?",0f2a26772e
How can I load several Parquet files in one go with Python without reading them separately?,577dfed594
Is there a simple way to pass multiple file paths to a Parquet reader and get one combined table back?,577dfed594
"Can `read_parquet` take a list of files, and if so, does it join them into a single dataframe?",577dfed594
What's the easiest method to read a bunch of Parquet files at the same time in Python?,577dfed594
How do I merge multiple Parquet files into one result when using `read_parquet`?,577dfed594
"Why does converting this column with `astype(int)` not work here, and why do I need `Int64` instead?",c58d3563a6
"In pandas, how should I convert `DOlocationID` so missing values are still handled correctly?",c58d3563a6
"What's wrong with using `pd.to_numeric(..., downcast='integer')` for this field?",c58d3563a6
How do I turn a taxi location ID column into an integer type without breaking nulls?,c58d3563a6
"For this assignment, what is the right pandas dtype to use instead of plain `int`?",c58d3563a6
How do I use BigQuery metadata tables to estimate what my queries cost over the last N days and see which account ran each one?,e5905a92e2
"Is there a way in BigQuery to summarize billed bytes by day, user, and query type so I can find the most expensive jobs?",e5905a92e2
What query can I run against INFORMATION_SCHEMA to track BigQuery usage cost in USD for a chosen time period?,e5905a92e2
How can I tell which users and dates are responsible for the highest on-demand BigQuery charges in my project?,e5905a92e2
How do I convert total_bytes_billed into an approximate BigQuery dollar cost and group the results by execution date and user?,e5905a92e2
How do I choose the best column to partition a BigQuery table when most of my filters use WHERE?,e6c806f5fe
"What is the difference between partitioning a table and clustering it in BigQuery, and when should I use each one?",e6c806f5fe
"Can BigQuery partition on more than one field, or do I need to use clustering for extra columns?",e6c806f5fe
"If my queries usually sort by one column and filter by another, how should I set up the table in BigQuery?",e6c806f5fe
Why would a query on a single value run much faster on one partition setup than another in BigQuery?,e6c806f5fe
How does BigQuery handle permissions for people who need to read or edit warehouse data?,0882fc44fa
"What are the usual access roles in BigQuery, and what can each one do?",0882fc44fa
"Can BigQuery restrict access at different scopes like whole projects, datasets, or single tables?",0882fc44fa
What is the safest way to let teammates see query results without exposing the source tables?,0882fc44fa
How can I limit visibility to only certain columns and still monitor who is using the warehouse?,0882fc44fa
How can BigQuery return a row count for a native table without scanning the table data at all?,01dcc4425b
Why does adding a filter to COUNT(*) make BigQuery read data blocks and increase processed bytes?,01dcc4425b
What makes counting rows on an external BigQuery table different from counting rows on a regular table?,01dcc4425b
"Why does the BigQuery UI sometimes show 0 bytes before running a query, even when the final job is not free?",01dcc4425b
"In practice, when is COUNT(*) in BigQuery effectively free, and when should I expect it to cost bytes?",01dcc4425b
Why would I suddenly see dates from weird years in lpep_pickup_datetime after importing taxi data into BigQuery?,52e74f0053
"What usually causes BigQuery to load pickup timestamps with unexpected years, and how can I check if the table is broken?",52e74f0053
Could an incorrect schema or a mixed load process make lpep_pickup_datetime values look corrupted in BigQuery?,52e74f0053
How do I verify whether my taxi table in BigQuery was loaded properly if the timestamp range looks off?,52e74f0053
What is the safest way to reload a taxi dataset into BigQuery so lpep_pickup_datetime doesn't get messed up?,52e74f0053
"How do I move data from a PostgreSQL table into BigQuery for analytics, and what is the simplest Python approach to do it?",917b0b0fb5
"What do I need to set up before loading PostgreSQL data into a BigQuery dataset, especially for credentials and dataset location?",917b0b0fb5
Is there a recommended way to use pandas together with the BigQuery Python client to upload extracted database rows?,917b0b0fb5
"When syncing tables from Postgres to BigQuery, what should I check about the BigQuery project, dataset, and region settings?",917b0b0fb5
"Can I keep the ingestion step on my own machine and still use BigQuery for large-scale analysis, and how would that workflow look?",917b0b0fb5
"How should I design the different layers of a warehouse for a batch data pipeline, from the ingested data all the way to business metrics?",a198f6959c
"What’s the recommended order of steps for moving data through raw, clean, quality-check, analytics, and final reporting layers?",a198f6959c
Why do people split a warehouse into separate stages instead of transforming everything in one place?,a198f6959c
How can I make sure my analytical tables are based on data that has already been checked for missing or inconsistent values?,a198f6959c
"Are these warehouse layers usually built with SQL in PostgreSQL and BigQuery, and what does each layer actually do?",a198f6959c
When is it better to split a table by a date or timestamp instead of using clustering?,46d95787b3
"For queries that usually filter or sort by IDs or other low-cardinality fields, should I use clustering rather than partitioning?",46d95787b3
How do I decide whether partitioning or clustering will help my warehouse queries more?,46d95787b3
"Can partitioning and clustering be combined in the same table, and when does that make sense?",46d95787b3
"What kind of access pattern makes partitioning a better choice than clustering, and what kind makes clustering better?",46d95787b3
Why do I get a warning that google-crc32c is falling back to a slow Python version when I run my data load script?,b72ed00c7b
My parquet upload to Google Cloud Storage keeps timing out after about 120 seconds — how can I fix that?,b72ed00c7b
Is there a way to make GCS uploads use a faster CRC32C implementation instead of the pure Python one?,b72ed00c7b
What should I change in my upload code if the connection aborts with a write timeout during file transfer?,b72ed00c7b
How can I increase the allowed upload time when sending large parquet files to Google Cloud Storage?,b72ed00c7b
When should I use dbt's source() instead of ref() for a table in my model?,742e16e6bc
What is the practical difference between ref() and source() in dbt projects?,742e16e6bc
How do I point to a raw warehouse table in dbt without turning it into a model?,742e16e6bc
"Why does dbt want external tables declared in sources.yml, and how is that different from using ref()?",742e16e6bc
Can you explain how ref() helps with model order and lineage compared with source()?,742e16e6bc
Why does the dbt Cloud interface in the course not look exactly like mine after I create an account?,44ff6ae3df
What kind of dbt Cloud license is used in the demo videos for Module 4?,44ff6ae3df
I only have a Team trial in dbt Cloud for 14 days — will that affect following the analytics engineering demos?,44ff6ae3df
"Is the course showing dbt Cloud with a Developer plan or a Team plan, and does it matter for the UI?",44ff6ae3df
Should I expect the same dbt Cloud experience as in the lessons if my account was created with the free trial license?,44ff6ae3df
"Why does dbt Cloud IDE keep saying it can’t find my dbt_project.yml file, even though I imported the repo?",df2ca336d5
"When I load a dbt project in the cloud IDE, what should I check first if the project won’t start because of a missing dbt_project.yml?",df2ca336d5
"Do all dbt packages need their own dbt_project.yml file, and can a missing one cause the cloud IDE error?",df2ca336d5
How do I set up a brand-new dbt project in the cloud IDE instead of importing an existing repository?,df2ca336d5
What’s the correct way to bring an existing dbt repo into dbt Cloud so I don’t get the “No dbt_project.yml found” error?,df2ca336d5
"Why do I keep getting ""dataset was not found in location"" when I run dbt with BigQuery, and how do I fix it properly?",c180431de3
"In dbt Cloud, where exactly do I change the BigQuery region so it matches my source dataset?",c180431de3
My BigQuery tables are in EU but dbt keeps creating schemas in US — what setting is causing that?,c180431de3
"Can dbt query a BigQuery dataset in one region and write the results to another region, or do they have to match?",c180431de3
"If dbt already created the wrong dataset location, do I need to delete it before rerunning the models?",c180431de3
"Why does dbt Cloud say my project doesn’t have a development environment set up, and how do I fix it?",29469cf158
I’m getting an error about missing development credentials in dbt IDE — what do I need to configure?,29469cf158
How can I create a dev environment for my dbt project so the IDE works properly?,29469cf158
What should I do if dbt Cloud tells me there is no development environment configured for this project?,29469cf158
Where in the course or docs is the setup process for enabling a development environment in dbt Cloud explained?,29469cf158
"Why does dbt Cloud fail to connect to BigQuery with an error saying the service account does not have bigquery.jobs.create permission, and how can I fix it in Google Cloud IAM?",b4a5d32d6b
What permissions or IAM roles should I give my dbt service account so the dbt Cloud connection test works with BigQuery?,b4a5d32d6b
"I’m getting an Access Denied error in dbt Cloud when setting up BigQuery; do I need to add BigQuery Job User somewhere, and where exactly should I do that?",b4a5d32d6b
"After creating a dbt service account for BigQuery, what roles should I grant in IAM to avoid permission problems later in the course?",b4a5d32d6b
How do I resolve the runtime error in dbt Cloud that says it cannot connect to the database because the project user lacks jobs.create access in BigQuery?,b4a5d32d6b
"Why am I getting a permission denied publickey error when I try to clone the zoomcamp repo with git, and how do I fix it?",87fddc59b7
I ran git clone over SSH and it fails to read from remote repository — do I need to use my fork instead of the original repo?,87fddc59b7
What should I do if cloning DataTalksClub/data-engineering-zoomcamp says I don't have write access to the repository?,87fddc59b7
"For the dbt lessons, is it better to clone a fork, make a new repo, or just use an HTTPS URL?",87fddc59b7
How can I set up the repo for Module 4 when the SSH clone command keeps failing on GitHub?,87fddc59b7
"How do I fix the ""Failed to start server. Permission denied (publickey)"" error when dbt Cloud starts up?",32a878b1d5
Where can I find the SSH key in dbt Cloud so I can connect my repo?,32a878b1d5
What should I add to GitHub if dbt Cloud says it cannot read from the remote repository?,32a878b1d5
"Why does dbt Cloud fail to start the server with a publickey permission error, and how do I resolve it?",32a878b1d5
Is there a step-by-step way to add the deploy key from dbt Cloud to my GitHub repository?,32a878b1d5
I installed dbt but my terminal says the command is not found — what should I check first in my virtualenv?,25f96d0b34
How do I make sure dbt was installed in the same Python environment I activated for the course?,25f96d0b34
What is the quickest way to verify whether dbt is actually available inside my venv instead of only on my machine?,25f96d0b34
"If activating the Zoomcamp environment still doesn’t give me the dbt command, what package should I install there?",25f96d0b34
"After installing dbt in a virtual environment, how can I confirm everything is set up correctly and the executable is on my path?",25f96d0b34
Why does my dbt Cloud IDE keep loading forever and then say the IDE session was unable to start?,99658f8d80
What should I check first if my analytics engineering workspace in dbt Cloud won’t open and asks me to contact support?,99658f8d80
How do I fix the dbt Cloud IDE startup error during Module 4 setup?,99658f8d80
Do I need to create an SSH key and clone the repository manually when the dbt Cloud editor fails to launch?,99658f8d80
Where can I find the setup steps to recover from the dbt Cloud IDE session start error and reconnect the repo?,99658f8d80
"Why do my BigQuery columns keep ending up with the wrong data types after I run my dbt pipeline from CSV files, and how can I stop Python from guessing based on the first rows?",e8fe39dd54
What is the proper way to set up the schema in the web_to_gcp.py step so the CSV-to-Parquet conversion preserves the column types I expect?,e8fe39dd54
Is there an updated version of the web_to_gcs.py script for the analytics engineering module that already handles this datatype problem?,e8fe39dd54
How can I make the download-and-convert script work with .gz tripdata files without filling up my disk during the loop?,e8fe39dd54
"Do I need to delete the extracted CSV files after each iteration in the GCS loading script, and if so, what code should I add?",e8fe39dd54
"Why am I getting an Access Denied error when I try to load the NYC trip data from the S3 link into GCS, and what should I do instead?",6435e27634
"If the original trip-data URL from nyc-tlc.s3.amazonaws.com is not working, is there another way to download the files for Module 4?",6435e27634
How can I get the yellow and green taxi trip data without using the failing S3 source?,6435e27634
What is the recommended workaround when the quick ingestion script cannot access the S3 bucket for trip data?,6435e27634
Can I use GitHub to download the dataset for the dbt module and then upload it manually to Google Cloud Storage?,6435e27634
How can I load the 2019 and 2020 yellow and green taxi trip files into GCS and BigQuery without the upload script taking forever?,28f6392ce5
Is there a quicker way to get the parquet trip data into BigQuery when the standard web-to-GCS script is too slow?,28f6392ce5
What should I do if I copy the parquet files to GCS directly but BigQuery complains about schema mismatches when I create the table?,28f6392ce5
"Where can I find the workaround video for loading taxi data in Week 4 of the dbt module, and does it mention any schema changes I need to make?",28f6392ce5
"For the yellow trip dataset, what hack is recommended instead of using the original loading script, especially for 2019 and 2020 files?",28f6392ce5
"Why am I getting a deprecation warning or error when I use `dbt_utils.surrogate_key` in dbt, and what should I change it to now?",e596dc3cbe
I copied an old macro call from the course and `surrogate_key` no longer works — is there a new name for it in `dbt-utils` 1.0+?,e596dc3cbe
"What is the replacement for `dbt_utils.surrogate_key`, and do I need to change the arguments too?",e596dc3cbe
"In the staging models like `stg_green_tripdata.sql` and `stg_yellow_tripdata.sql`, should I switch every `surrogate_key` call to something else?",e596dc3cbe
How do I generate a surrogate key in recent versions of dbt-utils without using the old `surrogate_key` macro?,e596dc3cbe
"Why does dbt keep failing with BigQuery permission denied when it tries to read files from GCS external tables, and what IAM roles does the service account need?",78e4da8fa6
I’m seeing a BigQuery jobs.create error in dbt Cloud for my service account. Which permissions are missing and what role should I add?,78e4da8fa6
What GCP roles are required for a dbt service account to run queries and work with both BigQuery datasets and Cloud Storage files?,78e4da8fa6
"After I fix IAM for my dbt BigQuery service account, do I need to restart anything or re-upload the key in dbt Cloud?",78e4da8fa6
"For the course dbt setup, is it enough to give the service account BigQuery access only, or do I also need Storage permissions for external tables?",78e4da8fa6
How do I fix the dbt_utils package not found error in dbt?,95b01285f5
What should I add to packages.yml so dbt can install dbt_utils?,95b01285f5
"After creating packages.yml, what command do I run to download dbt dependencies?",95b01285f5
Where in my dbt project do I put the dbt_utils package configuration?,95b01285f5
"Why is dbt saying dbt_utils is missing, and how do I resolve it?",95b01285f5
"Why is lineage unavailable in dbt Cloud, and how can I tell whether my YAML or model compilation is the real problem?",d4ec58fd16
What should I check first if the lineage view disappears after a run in the analytics engineering project?,d4ec58fd16
How do I debug a dbt job when the build seems finished but the lineage graph still doesn’t show up?,d4ec58fd16
Where can I open the logs in dbt Cloud to find the error that caused the lineage issue?,d4ec58fd16
What are the usual steps to fix a lineage error in Module 4 when the project may have a YAML formatting problem?,d4ec58fd16
Why does my fact_trips table only have a few days of data after I run dbt build?,55fac499b0
How do I make dbt process the full trips dataset instead of just a small test sample?,55fac499b0
"What command should I use so fact_trips is built with all rows, not limited data?",55fac499b0
Could the issue be my is_test_run variable when I only see a couple of days in fact_trips?,55fac499b0
What is the right way to pass the is_test_run flag in dbt if my build looks incomplete?,55fac499b0
Why does my fact_trips table end up with just one month of records after loading all the months?,9cce7ad112
"I built an automated monthly load from GCS to BigQuery, but only the last month shows up in the table — what am I doing wrong?",9cce7ad112
"When I run my flow for 2019 and 2020 green and yellow taxi data, why does BigQuery keep only one monthly partition worth of data?",9cce7ad112
Should I use replace or append when writing each month’s dataset into BigQuery so I don’t overwrite previous months?,9cce7ad112
"My dbt pipeline seems fine, but the final fact table only has the most recent month; could the write mode be the cause?",9cce7ad112
"Why does my BigQuery model fail with a syntax error when I run the monthly revenue dbt file, and what should I change in the date_trunc expression?",5a1a61b6a8
"In the dm_monthly_zone_revenue.sql model, how do I write date_trunc correctly in BigQuery so the query runs?",5a1a61b6a8
"Is BigQuery supposed to use date_trunc('month', pickup_datetime) in the monthly revenue model, or is there a different syntax?",5a1a61b6a8
My analytics engineering model breaks on the second SELECT in BigQuery—how should I format the month truncation line?,5a1a61b6a8
What is the correct BigQuery version of the revenue_month field in dm_monthly_zone_revenue.sql without quoting month?,5a1a61b6a8
"Why does my BigQuery table still show only 100 rows after I rerun dbt with the correct variable value, and how can I fix it?",3cc457b0de
"I changed the dbt variable and ran dbt run again, but BigQuery didn’t update the row count. What am I missing?",3cc457b0de
What should I delete in BigQuery if dbt keeps creating a table with only 100 rows even after I rerun it with the right settings?,3cc457b0de
Why does my CI/CD dbt job create a brand-new dataset in BigQuery instead of updating my existing models?,3cc457b0de
How do I stop dbt Cloud from making a separate dbt dataset during a pull request job and make it use my normal environment instead?,3cc457b0de
Why is a staging layer needed between raw data and the final fact and dimension tables in dbt?,a31defac51
What purpose does the staging dataset serve in an analytics engineering workflow?,a31defac51
Why are staging datasets usually built as views instead of tables?,a31defac51
"If the project mainly uses production and trips_data_all, what is the staging dataset doing in the background?",a31defac51
How does a staging dataset help turn raw data into something easier to work with?,a31defac51
"Why are my dbt docs being served but I still can't open them in the browser, and what docker-compose setting should I change?",53afe4bee2
"I can see dbt docs running, but the URL won’t load in my browser. Is there a compose network option that could be causing this?",53afe4bee2
How do I fix the issue where dbt documentation is available from the container yet inaccessible from my host machine?,53afe4bee2
"My dbt docs server starts successfully, but I can't reach it through localhost. What should I remove from docker-compose?",53afe4bee2
What should I do in docker-compose if dbt docs are served but the browser can't access them?,53afe4bee2
"Why is my main branch in dbt Cloud or the dbt VS Code extension locked for edits, and what should I do instead if I need to change something?",f0ad880ffb
How do I create a new git branch for dbt work in the Cloud IDE so I can start editing without touching main?,f0ad880ffb
"What is the command-line way to make a feature branch for dbt changes, commit them, and get them ready for a pull request?",f0ad880ffb
"After I push my dbt branch, how do I get my updates merged back into the default branch on GitHub?",f0ad880ffb
"Once a pull request is merged, how does the change show up on the main branch in dbt?",f0ad880ffb
Why can't I turn on the dbt Cloud pull request trigger after connecting my repo with Git Clone over SSH?,3d51ece7b9
"What do I need in dbt Cloud to run CI jobs on pull requests from GitHub, and does the free Developer plan support that?",3d51ece7b9
How do I switch an existing dbt Cloud project from a generic repository connection to the native GitHub integration so PR checks work?,3d51ece7b9
My dbt CI job starts but then says no valid dbt project was found — what settings should I check first?,3d51ece7b9
"If my dbt code is in a folder inside the GitHub repo, where do I tell dbt Cloud about that subdirectory for CI and pull request runs?",3d51ece7b9
Why am I getting a dbt compilation error saying a source like `staging.green_trip_external` cannot be found when I build `stg_green_tripdata`?,c37b2ed3a5
"In the first dbt models lesson, what should I do if the lineage graph does not show up and I see a compilation error around 14:25?",c37b2ed3a5
Is there a simple fix for the missing-source error in dbt when the model depends on `staging.green_trip_external`?,c37b2ed3a5
My lineage graph is blank in the Module 4 dbt walkthrough—how do I make it appear again?,c37b2ed3a5
What step solves the compilation issue in the Building the First DBT Models video when the source is reported as missing?,c37b2ed3a5
"Why am I getting a compilation error in my dbt accepted_values test saying a NoneType object is not iterable, and how do I fix it in the staging schema file?",8bfd724e4f
What causes the test accepted_values_stg_green_tripdata_Payment_type__False___var_payment_type_values_ to fail during dbt compilation?,8bfd724e4f
I see an error in tests/generic/builtin.sql from test_accepted_values — what variable do I need to define in dbt_project.yml for payment types?,8bfd724e4f
How do I stop the accepted_values test for green tripdata payment_type from breaking because a variable seems to be missing?,8bfd724e4f
What should go under vars in dbt_project.yml when the accepted_values test for payment_type returns a NoneType compilation error?,8bfd724e4f
Why do I get a BigQuery CASE error in dbt when using get_payment_type_description(payment_type) from the zoomcamp repo?,89733da275
How can I fix the macro that maps payment types so it works in BigQuery without the signature error?,89733da275
Should the values in the payment_type CASE statement be strings or integers in dbt for this model?,89733da275
What change do I need to make to the macro when payment_type is stored as text instead of numeric values?,89733da275
Is there an updated version of get_payment_type_description that avoids the invalidQuery issue in Module 4?,89733da275
How can I figure out which line in my dbt query is causing the problem?,2d05496ddf
Is there a way to jump from a dbt error log directly to the query in BigQuery?,2d05496ddf
"When dbt fails, how do I find the exact spot in the SQL that broke?",2d05496ddf
Does the dbt log include a link that helps debug the query in BigQuery?,2d05496ddf
What is the easiest way to locate the highlighted error line after a dbt failure?,2d05496ddf
Why does dbt turn my target schema like `marts` into `dbt_marts` instead of using it as-is?,58586a16a6
How can I stop dbt from prefixing my custom schema with the target schema when building models?,58586a16a6
Where do I change dbt so a schema set in `dbt_project.yml` is used directly without the default concatenation?,58586a16a6
What macro do I need to create in dbt to override the default schema naming behavior?,58586a16a6
Is there a way in dbt to keep the target schema unchanged unless I explicitly set a custom one?,58586a16a6
"In dbt Cloud, where do I configure the project so it uses a subfolder of my GitHub repo as the project root?",c7ca760fed
How can I make dbt Cloud run from a nested directory inside my repository instead of the repo root?,c7ca760fed
Is there a setting in dbt Cloud to point the project to a specific subdirectory of the GitHub repo?,c7ca760fed
